yhyh 一一
srxo 俗心
srnx 俗念
srtx 俗态
srvx 俗恶
srqq 俗曲
srqp 俗气
srwn 俗物
sryi 俗眼
srch 俗称
srlt 俗累
srzt 俗者
sryv 俗艳
srjy 俗讲
srho 俗话
sryy 俗语
sryy 俗谚
srbv 俗鄙
frdw 俘敌
frhc 俘获
frlh 俘虏
lrsr 俚俗
lrqq 俚曲
lrgq 俚歌
lryy 俚语
brjx 保举
brtw 保亭
brrp 保人
brjr 保价
brzr 保住
bryr 保佑
brbr 保保
brxr 保修
brzr 保值
brjr 保健
brxn 保先
brdb 保兑
brqu 保全
bryb 保养
brni 保内
brzd 保准
brhk 保函
brlu 保利
brhs 保华
brdb 保单
brwv 保卫
brhk 保号
brck 保呈
brmr 保命
brpi 保品
brgk 保固
brgi 保国
brdt 保堤
brjt 保境
brst 保墒
brwu 保外
brmn 保姆
brmn 保媒
brcz 保存
brsg 保守
brvo 保安
brgg 保官
brdg 保定
brgg 保宫
brjo 保家
brms 保密
brvx 保尔
brss 保山
brph 保平
brdg 保底
brkg 保康
brdc 保德
brxz 保息
brhd 保户
brhf 保护
brcf 保持
brhf 保换
brsw 保收
brjw 保教
brnq 保暖
brye 保有
brqq 保期
brbm 保本
brmz 保母
brma 保民
brjd 保洁
brwd 保温
brsd 保湿
brsl 保熟
brzz 保状
brts 保甜
bryu 保用
brjq 保甲
brlt 保留
brhb 保皇
brmm 保盟
brzs 保真
brys 保研
brpx 保票
brsh 保税
brcx 保穿
brgp 保管
brjj 保级
brzj 保组
brjj 保结
brlz 保罗
brgv 保肝
bryw 保育
brtv 保胎
brbv 保膘
brmc 保苗
brjc 保荐
brcc 保藏
brzy 保证
brzb 保质
brfb 保费
brlz 保路
brsp 保身
brge 保过
brsl 保送
brsp 保释
brzv 保重
brlq 保量
brjp 保金
brdj 保钓
brjj 保键
brbj 保镖
brzp 保长
brfv 保防
brxv 保险
brzv 保障
brvy 保额
brjm 保驾
brxv 保鲜
brlc 保龄
yrjr 俞佳
yrys 俞允
yrbw 俞斌
yrxd 俞穴
srjm 俟机
xrsi 信上
xrzi 信中
xrfv 信丰
xrzw 信主
xryd 信义
xrya 信也
xrlz 信了
xrcl 信产
xrcu 信从
xrlr 信令
xryr 信仰
xrjr 信件
xrrr 信任
xrzr 信众
xrfr 信佛
xrsr 信使
xrxr 信信
xrvu 信儿
xryv 信元
xrni 信内
xrhk 信函
xrlu 信利
xrdl 信到
xryy 信友
xrki 信口
xrsk 信史
xrhk 信号
xrhr 信合
xrmk 信吗
xrmr 信命
xrzk 信噪
xrjq 信基
xrst 信士
xrfv 信奉
xrnz 信女
xrwg 信威
xrza 信子
xrsg 信守
xrsg 信实
xrsg 信宿
xrfc 信封
xrcy 信差
xrgv 信干
xrdg 信度
xrtc 信徒
xrdu 信得
xrdc 信德
xrxo 信心
xrnx 信念
xrxz 信息
xryo 信意
xrsu 信手
xrtf 信托
xrbf 信报
xrjf 信据
xrcf 信插
xrjw 信教
xrwd 信文
xrfv 信服
xrww 信望
xrzm 信札
xrtw 信条
xrbm 信标
xrbn 信步
xrhd 信汇
xryd 信源
xrmd 信满
xrru 信然
xrwn 信物
xrqw 信球
xrrg 信瓤
xryu 信用
xrpa 信皮
xrsh 信石
xrms 信码
xrsn 信神
xrbp 信笔
xrjp 信笺
xrtp 信筒
xrgp 信管
xrxp 信箱
xrzj 信纸
xrja 信经
xrhl 信耗
xrlv 信联
xryy 信誉
xrjy 信计
xrfy 信访
xrcy 信诚
xrny 信诺
xryy 信谣
xrdb 信贷
xrlb 信赖
xrdl 信达
xrtl 信通
xrdo 信道
xrxv 信邪
xrli 信里
xrcp 信长
xryv 信阳
xrlv 信陵
xrfp 信风
xrgp 信鬼
xrnp 信鸟
xryn 信鸢
xrgn 信鸽
yryr 俣俣
crlr 俦侣
crlm 俦类
yrra 俨如
yrru 俨然
yrre 俨若
lrxb 俩下
lrrp 俩人
lrsr 俩仨
lryy 俪语
lrcs 俪辞
jrss 俭岁
jrpm 俭朴
jrsm 俭省
jryj 俭约
jrfv 俭腹
xrys 修业
xrwo 修为
xrxd 修习
xrsz 修书
xrxr 修仙
xrxr 修修
xryb 修养
xrhk 修函
xrzy 修凿
xrdl 修到
xrjd 修剪
xrdb 修单
xrqt 修去
xrsk 修史
xrtk 修图
xrst 修士
xrfw 修复
xrnz 修女
xrha 修好
xrxx 修学
xrwg 修完
xrdg 修定
xrxg 修宪
xrbj 修布
xrph 修平
xrmg 修庙
xrjl 修建
xrdu 修得
xrxo 修心
xrce 修成
xrfh 修房
xrsu 修手
xrhf 修护
xrcf 修持
xrzf 修撰
xrgj 修改
xrjw 修教
xrzn 修整
xrwd 修文
xrsq 修斯
xrmi 修明
xrle 修来
xrzm 修枝
xrqm 修桥
xrmm 修模
xrze 修正
xrwn 修武
xrss 修水
xrzd 修治
xrfd 修法
xrjd 修浚
xrmd 修满
xrlh 修炼
xrlw 修理
xrxw 修瑕
xrgy 修盖
xrsm 修省
xrmm 修眉
xrzs 修真
xrds 修短
xrms 修码
xrsn 修神
xrcn 修禅
xrzp 修竹
xrzp 修筑
xrhp 修篁
xrzp 修纂
xryj 修约
xrlj 修练
xrxj 修细
xrbj 修编
xrsj 修缮
xrlz 修罗
xrmy 修美
xrjv 修脚
xrcz 修船
xrsd 修色
xrqc 修葺
xrxc 修行
xrbn 修补
xrdy 修订
xrzy 修证
xrdy 修读
xrgb 修购
xrqe 修起
xrlz 修路
xrsp 修身
xrch 修车
xrcs 修辞
xrba 修边
xrge 修过
xrzl 修造
xrdo 修道
xrpy 修配
xrsj 修锁
xrcj 修错
xrcp 修长
xrmo 修门
xryv 修院
xrme 修面
xrxg 修鞋
xryd 修音
xrcs 修饬
xrss 修饰
frxb 俯下
fryr 俯仰
frfr 俯伏
frys 俯允
frcd 俯冲
frwb 俯卧
frzt 俯在
frcg 俯察
frjw 俯就
frnx 俯念
frpf 俯拍
frsf 俯拾
frku 俯看
frtm 俯眺
frkm 俯瞰
frsn 俯视
frlj 俯览
frjp 俯角
frdz 俯跌
frsp 俯身
frsb 俯首
jrxb 俱下
jrjr 俱佳
jrqu 俱全
jrzt 俱在
jrzt 俱增
jrbw 俱备
jrwc 俱往
jrmh 俱灭
jrje 俱进
jrdv 俱都
pryr 俳优
prjb 俳句
prxy 俳谐
brfu 俵分
trtr 俶傥
crvx 俶尔
crrf 俶扰
frln 俸禄
frja 俸给
frjp 俸金
frqj 俸钱
vrcu 俺从
vrmr 俺们
vrnn 俺娘
vrjo 俺家
vrjw 俺就
vrbe 俺把
vrcb 俺曾
vrcm 俺村
vrdb 俺的
vrku 俺看
vryx 俺要
vrro 俺让
vrso 俺说
brnr 俾倪
bryv 倍于
brvu 倍儿
brjl 倍加
brsz 倍受
brhh 倍和
brzt 倍增
brdx 倍多
brsg 倍式
brgx 倍感
brsw 倍数
brye 倍有
brtd 倍添
brmd 倍满
brsh 倍爽
brlw 倍率
brdb 倍的
brjx 倍觉
brsb 倍赏
brsl 倍速
brdo 倍道
brzl 倍遭
brjj 倍镜
brpy 倍频
srdt 倏地
srdt 倏地
srvx 倏尔
srhx 倏忽
srru 倏然
srdb 倏的
drxb 倒下
drbh 倒不
drya 倒也
drmd 倒买
drlz 倒了
drcl 倒产
drcr 倒仓
dryr 倒仰
drfr 倒伏
drxr 倒休
drxr 倒像
drrp 倒入
drcc 倒出
drcl 倒刺
drjd 倒剪
drms 倒卖
drwb 倒卧
drjb 倒卷
drfy 倒反
drxy 倒叙
drts 倒台
drxk 倒向
drxk 倒吸
drsk 倒嗓
drjk 倒噍
drjk 倒嚼
drhi 倒回
drzt 倒在
drdt 倒地
drtt 倒坍
drcv 倒垂
drtt 倒塌
drqt 倒墙
drto 倒头
drha 倒好
drss 倒射
drbz 倒巴
drdj 倒带
drxg 倒序
drkg 倒库
drke 倒开
drnw 倒弄
drcp 倒彩
dryp 倒影
drml 倒忙
drxx 倒悬
drxe 倒想
drgh 倒戈
drbh 倒扁
drsu 倒手
drkf 倒扣
drzf 倒找
drbe 倒把
drcf 倒抽
drzf 倒拽
drgf 倒挂
drzf 倒指
drdf 倒挡
drhf 倒换
drdf 倒掉
drpf 倒排
drtf 倒推
drtf 倒提
drcf 倒插
drff 倒放
drsw 倒数
drdd 倒斗
dryq 倒映
drsq 倒是
drtq 倒替
drye 倒有
drww 倒望
drbm 倒板
drcm 倒查
drmm 倒楣
drcm 倒槽
drmm 倒模
drze 倒正
drbb 倒毙
drss 倒水
drhd 倒汇
drld 倒流
drmd 倒满
drgd 倒灌
drzh 倒灶
dryh 倒烟
dryf 倒爷
dryh 倒牙
drbw 倒班
drxm 倒相
drzs 倒真
drzo 倒着
drjm 倒睫
drpx 倒票
drkx 倒空
drlo 倒立
drsl 倒竖
drsp 倒算
drfm 倒粪
drga 倒给
drzz 倒置
drfv 倒翻
drwt 倒胃
drbv 倒背
drtv 倒腾
drcc 倒茬
drcc 倒茶
drsc 倒萨
drlc 倒落
drdy 倒蛋
drzy 倒装
dryx 倒要
drjp 倒角
drjy 倒计
drxd 倒象
drbb 倒败
drzb 倒账
drtb 倒贴
drzb 倒赃
drpb 倒赔
drch 倒车
drzc 倒转
dryl 倒运
drhe 倒还
drje 倒进
drzl 倒追
drtl 倒退
drbl 倒逼
drjd 倒酒
drgj 倒钩
drsj 倒锁
drcj 倒错
drbm 倒闭
drzm 倒闸
drgm 倒阁
drmv 倒霉
drfp 倒风
drcs 倒饬
drqm 倒骑
jrto 倔头
jrbz 倔巴
jrja 倔强
jrjn 倔犟
jrqe 倔起
jrlm 倔驴
trbh 倘不
cryr 倘佯
trsr 倘使
trra 倘如
trhh 倘或
trye 倘有
trwv 倘未
trru 倘然
trns 倘能
trre 倘若
tryl 倘遇
hrgx 候光
hrmr 候命
hrct 候场
hrsg 候审
hrjw 候教
hrjm 候机
hrwd 候温
hrqf 候缺
hrcs 候虫
hrbn 候补
hrzy 候诊
hrch 候车
hrxl 候选
hrjm 候驾
hrnp 候鸟
yrzr 倚仗
yrfr 倚伏
yrbr 倚傍
yrdy 倚叠
yrte 倚天
yrww 倚望
yrlm 倚楼
yrzo 倚着
yrlb 倚赖
yrzv 倚重
yrmo 倚门
yrkn 倚靠
trtr 倜傥
trru 倜然
jrgr 借个
jrsz 借书
jrlz 借了
jrdr 借代
jryr 借以
jrwr 借位
jrzr 借住
jrnr 借你
jrzr 借债
jrgx 借光
jrrp 借入
jrbb 借兵
jrcc 借出
jrdl 借到
jrla 借力
jrzl 借助
jrsl 借势
jrdb 借单
jrkb 借卡
jrqt 借去
jrqv 借取
jrki 借口
jrmu 借名
jrbk 借呗
jrmr 借命
jryk 借喻
jrkt 借壳
jrqd 借契
jrzg 借字
jrwg 借完
jrsg 借宿
jrnu 借年
jrdu 借得
jrwg 借我
jrjf 借据
jrzs 借支
jrgw 借故
jrfo 借方
jrjq 借景
jrjm 借机
jrtw 借条
jrle 借来
jrlm 借楼
jrkq 借款
jrci 借此
jrhd 借火
jryu 借用
jryq 借由
jrdb 借的
jrzo 借着
jrzh 借种
jrdl 借端
jrzp 借箸
jrga 借给
jrnv 借脑
jrzu 借自
jrhc 借花
jrjy 借记
jrpy 借评
jrcy 借词
jrdy 借读
jrdy 借调
jrzb 借账
jrdb 借贷
jrzb 借资
jrzt 借走
jrch 借车
jrge 借过
jrhe 借还
jrje 借进
jrdo 借道
jrjd 借酒
jrzv 借重
jrjj 借鉴
jrqj 借钱
jrjj 借镜
jrwm 借问
jrym 借阅
jrty 借题
crls 倡乱
cryr 倡优
crbl 倡办
crsn 倡始
crdj 倡导
crlg 倡廉
cryf 倡扬
cryd 倡言
cryy 倡议
crsb 倡首
jryr 倢伃
krtr 倥侗
krzr 倥偬
jrfp 倦乏
jrql 倦勤
jrrx 倦容
jryp 倦影
jrtx 倦态
jrdx 倦怠
jryo 倦意
jryd 倦游
jrsd 倦色
jrnp 倦鸟
jrvr 倨傲
qrnr 倩侬
qrqr 倩倩
qrvu 倩儿
qrnz 倩女
qryp 倩影
qryl 倩怡
qrbs 倩碧
qrzy 倩装
nrkk 倪匡
nrnn 倪妮
nrpc 倪萍
nrzv 倪震
wrgi 倭国
wrnn 倭奴
wrkg 倭寇
wrgp 倭瓜
brct 倴城
zrzw 债主
zrlu 债利
zrqd 债券
zrww 债务
zrts 债台
zrgi 债国
zrdx 债多
zrjo 债家
zrsw 债市
zrxz 债息
zrhd 债户
zrqm 债权
zrkq 债款
zrvy 债额
zrwo 值为
zrlz 值了
zrql 值勤
zrzk 值周
zryt 值域
zryw 值夜
zrsg 值守
zrsg 值宿
zrgs 值岗
zrdi 值当
zrdu 值得
zrdu 值得
zrri 值日
zrxq 值星
zrgh 值更
zrjm 值机
zrci 值此
zrbw 值班
zryl 值遇
zrqj 值钱
qrpr 倾佩
qrcr 倾侧
qrdr 倾倒
qrcc 倾出
qrkl 倾刻
qrla 倾力
qrdl 倾动
qrxv 倾卸
qrtk 倾吐
qrxk 倾向
qrtk 倾听
qrnh 倾囊
qrgi 倾国
qrpt 倾圮
qrct 倾城
qrtt 倾塌
qrjo 倾家
qrjs 倾尽
qrcz 倾巢
qrxo 倾心
qrql 倾情
qrmx 倾慕
qrxd 倾斜
qrfv 倾服
qrbm 倾杯
qrxd 倾泄
qrzd 倾注
qrxd 倾泻
qrsd 倾洒
qrpm 倾盆
qrgy 倾盖
qrxy 倾羡
qrfv 倾翻
qrvh 倾耳
qrfx 倾覆
qrjp 倾角
qrsy 倾诉
qrty 倾谈
qryc 倾轧
qrsl 倾述
qrxj 倾销
qrxv 倾陷
qrty 倾颓
qryy 倾颜
yryr 偃仰
yrwb 偃卧
yrsj 偃师
yrxz 偃息
yryp 偃月
yrsm 偃松
yrjz 偃蹇
jrds 假丢
jrse 假事
jrrp 假人
jrlr 假令
jryr 假以
jrcr 假传
jrtu 假体
jrfr 假佛
jrzr 假作
jrsr 假使
jrjr 假借
jrcw 假充
jrmq 假冒
jrlx 假劣
jrkb 假卡
jrfy 假发
jrmu 假名
jrlh 假吏
jrkq 假哭
jrck 假唱
jrtk 假图
jrra 假如
jrhn 假婚
jrdg 假定
jrmg 假寐
jrhg 假寒
jrss 假山
jrbj 假币
jrzj 假帐
jrbj 假帮
jrzg 假座
jrtg 假弹
jrml 假忙
jrxl 假性
jrql 假情
jrxe 假想
jryo 假意
jrdl 假懂
jrxy 假戏
jrsu 假手
jrdf 假打
jrtf 假托
jrkf 假扣
jrbf 假扮
jrpf 假批
jrbf 假报
jrgf 假拱
jrsf 假摔
jrri 假日
jrqq 假期
jrtw 假条
jrgq 假果
jrgm 假根
jrvm 假案
jrsd 假死
jryh 假烟
jrrl 假热
jryh 假牙
jrqw 假球
jrdb 假的
jrxm 假相
jryi 假眼
jrks 假砍
jrzs 假砖
jrpx 假票
jrch 假称
jrxu 假笑
jrfm 假粉
jrwk 假网
jrvh 假而
jrzv 假肢
jrtv 假腿
jrre 假若
jryc 假药
jrzy 假装
jryd 假言
jrsy 假设
jrzy 假证
jrpy 假评
jrho 假话
jrso 假说
jrxd 假象
jrzb 假账
jrhb 假货
jrdb 假赌
jrsb 假赛
jrpz 假跑
jrzl 假造
jrdo 假道
jrjd 假酒
jrsp 假释
jrcj 假钞
jrqj 假钱
jrme 假面
jryy 偈语
rrde 偌大
wryr 偎依
wryr 偎倚
wrbr 偎傍
wrbf 偎抱
wrtb 偎贴
prsi 偏上
prxb 偏下
prbh 偏不
prdh 偏东
pryv 偏于
prlw 偏亮
prdr 偏低
prxr 偏信
pryr 偏倚
prpr 偏偏
prpr 偏僻
prgx 偏光
prgb 偏关
prld 偏冷
prcc 偏出
prfu 偏分
prll 偏劳
prbs 偏北
prne 偏南
pryv 偏印
prlc 偏历
pryc 偏压
prsc 偏厦
pryk 偏右
prhk 偏后
prxk 偏向
prtk 偏听
prsk 偏嗜
prdx 偏多
prde 偏大
prsp 偏失
prto 偏头
prha 偏好
prvo 偏安
prdg 偏宕
prgg 偏官
prcg 偏宠
prkg 偏宽
prjz 偏将
prxi 偏小
prsx 偏少
prls 偏岭
przg 偏左
prqg 偏巧
prcy 偏差
prsj 偏师
prxg 偏序
prdg 偏店
prfg 偏废
prrg 偏弱
prdc 偏待
prxo 偏心
prtx 偏态
prll 偏怜
prfh 偏房
prch 偏才
przf 偏执
prhf 偏护
przf 偏振
prbf 偏摆
prxd 偏斜
prfo 偏方
prpw 偏旁
prsq 偏是
prvi 偏暗
prsm 偏松
prxm 偏析
prkm 偏枯
prgm 偏格
prze 偏正
prds 偏殿
przd 偏注
prld 偏流
prsd 偏深
prjd 偏激
prrl 偏热
prvz 偏爱
prxq 偏狭
prsn 偏生
prtb 偏疼
prsb 偏瘦
prtb 偏瘫
prmm 偏盲
prvs 偏矮
przs 偏砸
prys 偏硬
prlw 偏离
prsh 偏私
prkh 偏科
pryh 偏移
przx 偏窄
prjx 偏紧
prlt 偏累
przz 偏置
prlt 偏老
prpv 偏胖
prhz 偏航
prsd 偏色
prsn 偏衫
prtn 偏袒
prxh 偏西
pryx 偏要
prji 偏见
prjp 偏角
prcy 偏词
prwy 偏误
prcb 偏财
prgb 偏贵
przc 偏转
prrc 偏软
prqc 偏轻
prcs 偏辞
prge 偏过
pryl 偏远
przv 偏重
prfj 偏锋
prmo 偏门
prny 偏难
prpp 偏颇
prty 偏题
prsp 偏食
prfs 偏饭
prgo 偏高
wrqr 偓佺
wrcr 偓促
xrti 偕同
xrlt 偕老
xrxc 偕行
zryh 做一
zrdh 做东
zrgr 做个
zrwo 做为
zrzw 做主
zrlx 做乐
zrlz 做了
zrlz 做了
zrse 做事
zrxv 做些
zrql 做亲
zrrp 做人
zrbr 做伴
zrzr 做作
zrnr 做你
zrjr 做假
zrzr 做做
zrcc 做出
zrdl 做到
zrgg 做功
zrdb 做单
zrmk 做吗
zrnk 做呢
zrvk 做啊
zrsk 做啥
zryk 做嘢
zrhi 做回
zrtk 做图
zrht 做坏
zrst 做声
zrdx 做多
zrde 做大
zrto 做头
zrha 做好
zrtz 做妥
zrmn 做媒
zrnc 做孽
zrwg 做完
zrgg 做官
zrkg 做客
zrda 做对
zrsc 做寿
zrxi 做小
zrjw 做就
zrjs 做尽
zrjs 做局
zrgh 做工
zrph 做平
zrzg 做庄
zrxg 做序
zrbn 做弊
zrqa 做强
zrdu 做得
zrtx 做态
zrql 做情
zrxy 做戏
zrce 做成
zrsu 做手
zrdf 做掉
zrcf 做操
zrwd 做文
zrle 做来
zrym 做样
zrvm 做案
zrmx 做梦
zrfd 做法
zrhd 做活
zrpd 做派
zrsd 做深
zrmd 做满
zrdb 做点
zrvz 做爱
zrmq 做猫
zrqw 做球
zrsq 做甚
zrts 做田
zrdb 做的
zrpz 做盘
zryi 做眼
zrzo 做着
zrxh 做秀
zrzh 做种
zrkx 做空
zrwx 做窝
zrdp 做答
zrjm 做精
zrjj 做绝
zrbz 做罢
zrlv 做脸
zrcc 做菜
zrzy 做证
zrsy 做诗
zrzb 做账
zrzb 做贼
zrqe 做起
zrzs 做足
zrge 做过
zrtl 做透
zrtl 做通
zrcj 做错
zrcp 做长
zrme 做面
zrty 做题
zrfs 做饭
zrgp 做鬼
zryn 做鸭
trxb 停下
trys 停业
trss 停丧
trmd 停买
trlz 停了
trcl 停产
trfr 停付
trzr 停住
trgr 停供
trtr 停停
trdb 停兑
trkl 停刊
trbl 停办
tryb 停匀
trkb 停卡
trfy 停发
trki 停口
trsz 停售
trzk 停嘴
trzt 停在
trnn 停奶
trha 停好
trtz 停妥
trxx 停学
trsz 停尸
trgh 停工
trjl 停建
trke 停开
trdi 停当
trxz 停息
trzg 停战
trsu 停手
trdf 停掉
trbf 停摆
trbf 停播
trff 停放
trgh 停更
trfv 停服
trjm 停机
trbm 停板
trjm 停柩
trgm 停格
trxq 停歇
trzs 停止
trbn 停步
trqp 停气
trss 停水
trbd 停泊
trzd 停滞
tryd 停演
trcd 停潮
trhd 停火
trlx 停灵
trbp 停版
trpp 停牌
trqw 停球
tryu 停用
trdq 停电
trlt 停留
trpz 停盘
trzo 停着
trwh 停稳
trbp 停笔
trdp 停等
trja 停经
trhj 停缓
trzz 停置
trzv 停职
trhz 停航
trcz 停船
tryc 停药
trxc 停薪
trbv 停表
trxy 停训
trzy 停诊
trky 停课
trsb 停赛
trch 停车
trzc 停转
tryl 停运
trbm 停闭
trxm 停闲
tryh 停雨
trkn 停靠
trdy 停顿
trfa 停飞
trsp 停食
trsm 停驶
trzm 停驻
jrwr 健伍
jrtu 健体
jrvu 健儿
jrqu 健全
jrla 健力
jrzt 健在
jrzz 健壮
jrcz 健存
jrsg 健实
jrjz 健将
jrkg 健康
jrxo 健心
jrwx 健忘
jrdd 健斗
jrwq 健旺
jrlv 健朗
jrbn 健步
jrma 健民
jrss 健硕
jrmy 健美
jrwt 健胃
jrxv 健胸
jrnv 健脑
jrpv 健脾
jrxc 健行
jrsy 健讼
jrty 健谈
jrzt 健走
jrsp 健身
jrxz 健雄
jrmz 健马
jrgs 健骨
srsr 偲偲
vryh 偶一
vrrp 偶人
vrmr 偶们
vrzr 偶作
vrxr 偶像
vrfy 偶发
vrhr 偶合
vrtk 偶听
vrqd 偶奇
vrjo 偶家
vrvx 偶尔
vrdu 偶得
vrgx 偶感
vrce 偶成
vrhh 偶或
vrsw 偶数
vrye 偶有
vrco 偶次
vrdq 偶氮
vryd 偶游
vrdd 偶滴
vrru 偶然
vrfq 偶犯
vrxw 偶现
vrku 偶看
vrvh 偶而
vrlv 偶联
vrji 偶见
vrjy 偶记
vrfl 偶逢
vryl 偶遇
trlx 偷乐
trlz 偷了
trrp 偷人
trtr 偷偷
trvu 偷儿
trcc 偷出
trqt 偷去
trqv 偷取
trck 偷吃
trtk 偷听
trwk 偷吻
trzk 偷嘴
trjn 偷奸
trxx 偷学
trvo 偷安
trgh 偷工
trqg 偷巧
trlx 偷录
trdu 偷得
trko 偷快
trpo 偷怕
trql 偷情
trdl 偷惰
trll 偷懒
trsu 偷手
trpf 偷拍
trnr 偷拿
trhf 偷换
trpf 偷排
trmf 偷摸
trxq 偷暇
trle 偷来
trhy 偷欢
trhd 偷汉
tryd 偷油
trhd 偷活
trdd 偷渡
trld 偷漏
trnp 偷牛
trgq 偷狗
trlq 偷猎
trsn 偷生
tryu 偷用
trdq 偷电
trdm 偷盗
trku 偷看
tryi 偷眼
trzo 偷着
trzo 偷着
trsh 偷税
trkx 偷空
trqx 偷窃
trkx 偷窥
trxu 偷笑
trxv 偷腥
trcc 偷菜
tryc 偷营
trxl 偷袭
trky 偷课
trzt 偷走
tryz 偷越
trpz 偷跑
trch 偷车
trge 偷过
tryl 偷运
trtl 偷逃
trjd 偷酒
trqj 偷钱
trxm 偷闲
trsp 偷食
trxh 偷香
trpm 偷骗
trjy 偷鸡
frse 偾事
crfr 偿付
crzr 偿债
crmr 偿命
crsj 偿夙
crqp 偿欠
crqd 偿清
crhe 偿还
krlr 傀儡
gryj 傀异
krru 傀然
frhu 傅会
frss 傅山
frhl 傅恒
frfm 傅粉
frcv 傅聪
frlv 傅雷
fryy 傅颖
lrsr 傈僳
brlw 傍亮
bryr 傍依
brwp 傍午
brvs 傍岸
brmi 傍明
brsq 傍晌
brwi 傍晚
brss 傍水
brts 傍田
brlz 傍路
brsp 傍身
brba 傍边
brjl 傍近
brkn 傍靠
brhs 傍黑
xrxr 傒倖
xrlc 傒落
jrsr 傢什
jrhr 傢伙
jrsr 傢俬
jrjb 傢具
drjl 傣剧
drjo 傣家
drzf 傣族
trdc 傥荡
brxm 傧相
crzr 储值
crjk 储君
crbw 储备
crcz 储存
crkg 储库
crhd 储户
crff 储放
crss 储水
cryd 储油
crmd 储满
crwn 储物
crjh 储积
crlm 储粮
crgf 储罐
crns 储能
crxc 储蓄
crcc 储藏
cryl 储运
crlq 储量
crjp 储金
crqj 储钱
crjz 储集
crqh 储青
nrxy 傩戏
nrsn 傩神
nrwp 傩舞
crxb 催下
crrz 催乳
crjw 催交
crcl 催产
crrp 催人
crtr 催他
crjr 催件
crcr 催促
crzr 催债
cryb 催养
crcc 催出
crbl 催办
crdl 催动
crhr 催化
crdb 催单
crfy 催发
crtk 催吐
crgn 催告
crmr 催命
crnn 催奶
crhn 催婚
crzc 催征
crql 催情
crsw 催收
crgh 催更
crkq 催款
crld 催泪
crsl 催熟
crsn 催生
crmm 催眠
crzo 催着
crzh 催种
crzh 催租
crsh 催税
crgp 催管
crlm 催粮
crjj 催缴
crgl 催耕
crfv 催肥
cryc 催芽
cryx 催要
crty 催讨
crzb 催账
crgz 催赶
crqe 催起
cryl 催运
crhe 催还
crpl 催迫
crbl 催逼
crxy 催醒
crwm 催问
crqh 催青
crmz 催马
vrsc 傲世
vrrp 傲人
vrjn 傲娇
vrvs 傲岸
vrml 傲慢
vrqp 傲气
vryd 傲游
vrru 傲然
vrwn 傲物
vrdm 傲盾
vrlo 傲立
vrxy 傲翔
vrns 傲能
vrsn 傲视
vrsv 傲霜
vrgs 傲骨
vrlh 傲龙
srlx 傻乐
srlz 傻了
srse 傻事
srrp 傻人
srzr 傻仔
srzr 傻仔
srsr 傻傻
srmq 傻冒
srdl 傻到
srjl 傻劲
srcy 傻叉
srbk 傻呗
srde 傻大
srnz 傻女
srnn 傻妞
srmn 傻妹
srgn 傻姑
srwn 傻娃
srza 傻子
srbs 傻屄
srds 傻屌
srmj 傻帽
srgv 傻干
srcg 傻戳
srdf 傻掉
srww 傻望
srym 傻样
srgm 傻根
srbh 傻比
srqp 傻气
srgq 傻狗
srzq 傻猪
srgp 傻瓜
sryi 傻眼
srwx 傻窝
srzl 傻站
srxu 傻笑
srbp 傻笨
srdp 傻等
srdy 傻蛋
srho 傻话
srbl 傻逼
srnp 傻鸟
xrgr 像个
xrtr 像他
xrsr 像似
xrfr 像佛
xrnr 像你
xrch 像册
xrzk 像只
xrta 像她
xrka 像孔
xrwg 像我
xrsq 像是
xrjm 像极
xrym 像样
xrkm 像框
xrmx 像梦
xrpu 像片
xrnp 像牛
xrsn 像生
xrbb 像病
xrzy 像章
xrsx 像素
xryx 像要
xrcy 像词
xrho 像话
xrsy 像谁
xrsy 像谁
xrna 像那
xrgp 像鬼
lrzr 僚佐
lryy 僚友
lrss 僚属
lrjm 僚机
crzr 僝僽
srrp 僧人
srzr 僧众
srjr 僧伽
srlr 僧侣
srsr 僧俗
srbb 僧兵
srtt 僧堂
srst 僧寺
srns 僧尼
srmj 僧帽
srtc 僧徒
srfh 僧房
srzv 僧肇
sryd 僧衣
srpn 僧袍
srdo 僧道
sryv 僧院
srme 僧面
srxg 僧鞋
jrjr 僬侥
jrwn 僭妄
jrdm 僭盗
jryz 僭越
jrnl 僭逆
trpr 僮仆
trnn 僮奴
srzf 僳族
jrpr 僵仆
jrzr 僵住
jrld 僵冷
jrjl 僵劲
jrhr 僵化
jrwb 僵卧
jrdk 僵呆
jrsz 僵尸
jrjs 僵局
jrbz 僵巴
jrcf 僵持
jrmh 僵木
jrsd 僵死
jrzd 僵滞
jrzs 僵直
jrsh 僵石
jrys 僵硬
jrlo 僵立
jrcc 僵蚕
mrmr 僶俛
prdb 僻典
prrt 僻壤
prxj 僻巷
prjc 僻径
prxl 僻性
prji 僻见
prlz 僻路
pryl 僻远
pryl 僻野
prlv 僻陋
prjq 僻静
vrns 僾尼
jrjg 儆戒
jrxm 儆省
xrtr 儇佻
xrbc 儇薄
jrxt 儌幸
rrlg 儒勒
rryk 儒医
rrsw 儒商
rrmh 儒墨
rrst 儒士
rrza 儒子
rrxx 儒学
rrjo 儒家
rrjz 儒将
rrjw 儒教
rrsm 儒术
rrlm 儒林
rrsn 儒生
rrlt 儒略
rrzt 儒者
rrgz 儒艮
rrdo 儒道
rryz 儒雅
lrdr 儱侗
lrlr 儽儽
